topic_name|topic_url|course_name
vehicle dynamics|http://dbpedia.org/resource/Vehicle_dynamics|Handling and Stability of Road Vehicles
tire|http://dbpedia.org/resource/Tire|Handling and Stability of Road Vehicles
roll|http://dbpedia.org/resource/Aircraft_principal_axes|Handling and Stability of Road Vehicles
directional stability|http://dbpedia.org/resource/Directional_stability|Handling and Stability of Road Vehicles
integral|http://dbpedia.org/resource/Integral|Handling and Stability of Road Vehicles
Advanced Materials|http://dbpedia.org/resource/Advanced_Materials|Advanced Materials
matrix|http://dbpedia.org/resource/Composite_material|Advanced Materials
Metal matrix composites|http://dbpedia.org/resource/Metal_matrix_composite|Advanced Materials
Ceramic matrix composites|http://dbpedia.org/resource/Ceramic_matrix_composite|Advanced Materials
Autoclave|http://dbpedia.org/resource/Autoclave|Manufacturing of Composites
Compression molding|http://dbpedia.org/resource/Compression_molding|Manufacturing of Composites
Filament winding|http://dbpedia.org/resource/Filament_winding|Manufacturing of Composites
Injection molding|http://dbpedia.org/resource/Injection_moulding|Manufacturing of Composites
Thermoset|http://dbpedia.org/resource/Thermosetting_polymer|Manufacturing of Composites
thermoplastic|http://dbpedia.org/resource/Thermoplastic|Manufacturing of Composites
Process modelling|http://dbpedia.org/resource/Process_modeling|Manufacturing of Composites
computer simulation|http://dbpedia.org/resource/Computer_simulation|Manufacturing of Composites
General|http://dbpedia.org/resource/General_officer|Mechanical Behaviour of Polymer Composite Materials
polymer|http://dbpedia.org/resource/Polymer|Mechanical Behaviour of Polymer Composite Materials
automobile|http://dbpedia.org/resource/Car|Mechanical Behaviour of Polymer Composite Materials
lamina|http://dbpedia.org/resource/Nuclear_lamina|Mechanical Behaviour of Polymer Composite Materials
stress|http://dbpedia.org/resource/Shear_stress|Mechanical Behaviour of Polymer Composite Materials
modulus|http://dbpedia.org/resource/Elastic_modulus|Mechanical Behaviour of Polymer Composite Materials
shear|http://dbpedia.org/resource/Shear_strength|Mechanical Behaviour of Polymer Composite Materials
flexural stiffness|http://dbpedia.org/resource/Moment_distribution_method|Mechanical Behaviour of Polymer Composite Materials
shear|http://dbpedia.org/resource/Shear_strength|Testing and Evaluation of Polymer Composite Materials and Structures
ultrasonics|http://dbpedia.org/resource/Ultrasound|Testing and Evaluation of Polymer Composite Materials and Structures
sandwich|http://dbpedia.org/resource/Sandwich|Structural Composites
anisotropic|http://dbpedia.org/resource/Anisotropy|Structural Composites
elasticity|http://dbpedia.org/resource/Elastic_modulus|Structural Composites
vibration|http://dbpedia.org/resource/Vibration|Structural Composites
buckling|http://dbpedia.org/resource/Buckling|Structural Composites
delamination|http://dbpedia.org/resource/Delamination|Structural Composites
General|http://dbpedia.org/resource/General_officer|Design Using Composite Materials
Computer-aided design|http://dbpedia.org/resource/Computer-aided_design|Design Using Composite Materials
fracture|http://dbpedia.org/resource/Fracture|Design Using Composite Materials
fatigue|http://dbpedia.org/resource/Solder_fatigue|Design Using Composite Materials
buckling|http://dbpedia.org/resource/Buckling|Design Using Composite Materials
Materials Engineering|http://dbpedia.org/resource/Materials_science|Project in Chemical and Materials Engineering
Transport Phenomena|http://dbpedia.org/resource/Transport_phenomena|Advanced Transport Phenomena
momentum|http://dbpedia.org/resource/Momentum|Advanced Transport Phenomena
viscosity|http://dbpedia.org/resource/Viscosity|Advanced Transport Phenomena
thermal conductivity|http://dbpedia.org/resource/Thermal_conductivity|Advanced Transport Phenomena
laminar|http://dbpedia.org/resource/Laminar_flow|Advanced Transport Phenomena
velocity|http://dbpedia.org/resource/Velocity|Advanced Transport Phenomena
Navier-Stokes equations|http://dbpedia.org/resource/Navier–Stokes_equations|Advanced Transport Phenomena
simulation|http://dbpedia.org/resource/Simulation|Advanced Transport Phenomena
turbulence modelling|http://dbpedia.org/resource/Turbulence_modeling|Advanced Transport Phenomena
Navier-Stokes|http://dbpedia.org/resource/Navier–Stokes_equations|Advanced Transport Phenomena
RANS|http://dbpedia.org/resource/Reynolds-averaged_Navier–Stokes_equations|Advanced Transport Phenomena
turbulence|http://dbpedia.org/resource/Turbulence|Advanced Transport Phenomena
interphase|http://dbpedia.org/resource/Interphase|Advanced Transport Phenomena
mass transfer|http://dbpedia.org/resource/Mass_transfer|Advanced Transport Phenomena
porous media|http://dbpedia.org/resource/Porous_medium|Advanced Transport Phenomena
DGM|http://dbpedia.org/resource/Discipline_Global_Mobile|Advanced Transport Phenomena
Chemical Engineering|http://dbpedia.org/resource/Chemical_engineering|Advanced Chemical Engineering Thermodynamics
Thermodynamics|http://dbpedia.org/resource/Thermodynamics|Advanced Chemical Engineering Thermodynamics
Chemical Kinetics|http://dbpedia.org/resource/Chemical_kinetics|Chemical Kinetics and Reaction Engineering
Chemical Engineering|http://dbpedia.org/resource/Chemical_engineering|Chemical Engineering Process Dynamics and Control
Biochemical Engineering|http://dbpedia.org/resource/Biochemical_engineering|Advanced Biochemical Engineering
Materials Science|http://dbpedia.org/resource/Materials_science|Materials Science and Engineering
Chemical Engineering|http://dbpedia.org/resource/Chemical_engineering|Statistics for Chemical Engineering
Chemistry|http://dbpedia.org/resource/Chemistry|Polymer Chemistry and Engineering
Nanomaterials|http://dbpedia.org/resource/Nanomaterials|Nanomaterials Science and Engineering
Colloid|http://dbpedia.org/resource/Colloid|Advanced Colloid and Interface Science and Engineering
Chemical Engineering|http://dbpedia.org/resource/Chemical_engineering|Topics in Chemical Engineering I
Chemical Engineering|http://dbpedia.org/resource/Chemical_engineering|Topics in Chemical Engineering II
pass/fail|http://dbpedia.org/resource/Failure|Doctoral Seminar in Building Engineering
Civil Engineering|http://dbpedia.org/resource/Civil_engineering|Doctoral Seminar in Civil Engineering
pass/fail|http://dbpedia.org/resource/Failure|Doctoral Seminar in Civil Engineering
Electrical Engineering|http://dbpedia.org/resource/Electrical_engineering|Doctoral Seminar in Electrical Engineering
Pass/Fail|http://dbpedia.org/resource/Failure|Doctoral Seminar in Electrical Engineering
Mechanical Engineering|http://dbpedia.org/resource/Mechanical_engineering|Doctoral Seminar in Mechanical Engineering
pass/fail|http://dbpedia.org/resource/Failure|Doctoral Seminar in Mechanical Engineering
Computer Engineering|http://dbpedia.org/resource/Computer_engineering|Graduate Seminar in Electrical and Computer Engineering
white paper|http://dbpedia.org/resource/White_paper|Graduate Seminar in Electrical and Computer Engineering
Houghton Mifflin|http://dbpedia.org/resource/Houghton_Mifflin_Harcourt|Graduate Seminar in Electrical and Computer Engineering
Systems Engineering|http://dbpedia.org/resource/Systems_engineering|Graduate Seminar in Information and Systems Engineering
Concordia|http://dbpedia.org/resource/Concordia_University|Graduate Seminar in Information and Systems Engineering
pass/fail|http://dbpedia.org/resource/Failure|Graduate Seminar in Information and Systems Engineering
SOEN|http://dbpedia.org/resource/Soen|Case Study and Report
Industrial Engineering|http://dbpedia.org/resource/Industrial_engineering|Industrial Engineering Capstone
Engineering Management|http://dbpedia.org/resource/Engineering_management|Engineering Management Industrial Stage I
engineering management|http://dbpedia.org/resource/Engineering_management|Engineering Management Industrial Stage I
NGO|http://dbpedia.org/resource/Non-governmental_organization|Engineering Management Industrial Stage I
Engineering Management|http://dbpedia.org/resource/Engineering_management|Engineering Management Industrial Stage II
engineering management|http://dbpedia.org/resource/Engineering_management|Engineering Management Industrial Stage II
NGO|http://dbpedia.org/resource/Non-governmental_organization|Engineering Management Industrial Stage II
environmental impact assessment|http://dbpedia.org/resource/Environmental_impact_assessment|Sustainable Infrastructure Planning and Management Systems
Sustainability|http://dbpedia.org/resource/Sustainability|Sustainable Infrastructure Planning and Management Systems
Systems Engineering|http://dbpedia.org/resource/Systems_engineering|Principles of Systems Engineering
systems engineering|http://dbpedia.org/resource/Systems_engineering|Principles of Systems Engineering
complex systems|http://dbpedia.org/resource/Complex_system|Principles of Systems Engineering
engineering management|http://dbpedia.org/resource/Engineering_management|Principles of Systems Engineering
mass collaboration|http://dbpedia.org/resource/Mass_collaboration|Principles of Systems Engineering
requirements analysis|http://dbpedia.org/resource/Requirements_analysis|Product Design Theory and Methodology
complex systems|http://dbpedia.org/resource/Complex_system|Systems Integration and Testing
workflow|http://dbpedia.org/resource/Workflow|Systems Integration and Testing
systems integration|http://dbpedia.org/resource/System_integration|Systems Integration and Testing
systems architecture|http://dbpedia.org/resource/Systems_architecture|Systems Integration and Testing
system architecture|http://dbpedia.org/resource/Systems_architecture|Systems Integration and Testing
testability|http://dbpedia.org/resource/Testability|Systems Integration and Testing
interoperability|http://dbpedia.org/resource/Interoperability|Systems Integration and Testing
wireless|http://dbpedia.org/resource/Wireless_network|Ad Hoc Wireless Networks: Architectures and Protocols
Medium access control|http://dbpedia.org/resource/Media_access_control|Ad Hoc Wireless Networks: Architectures and Protocols
mathematical analysis|http://dbpedia.org/resource/Mathematical_analysis|Ad Hoc Wireless Networks: Architectures and Protocols
multihop|http://dbpedia.org/resource/Multi-hop_routing|Ad Hoc Wireless Networks: Architectures and Protocols
wireless mesh|http://dbpedia.org/resource/Wireless_mesh_network|Ad Hoc Wireless Networks: Architectures and Protocols
COMP|http://dbpedia.org/resource/College_of_Osteopathic_Medicine_of_the_Pacific|Video Game Technology and Development
video game development|http://dbpedia.org/resource/Video_game_development|Video Game Technology and Development
software design|http://dbpedia.org/resource/Software_design|Video Game Technology and Development
software framework|http://dbpedia.org/resource/Software_framework|Video Game Technology and Development
Video game|http://dbpedia.org/resource/Video_game|Video Game Technology and Development
sprites|http://dbpedia.org/resource/Upper-atmospheric_lightning|Video Game Technology and Development
Real Time Strategy|http://dbpedia.org/resource/Real-time_strategy|Video Game Technology and Development
3D|http://dbpedia.org/resource/3D_computer_graphics|3D Graphics and Computer Animation for Game Design
3D graphics|http://dbpedia.org/resource/3D_computer_graphics|3D Graphics and Computer Animation for Game Design
computer animation|http://dbpedia.org/resource/Computer_animation|3D Graphics and Computer Animation for Game Design
evolution|http://dbpedia.org/resource/Evolution|3D Graphics and Computer Animation for Game Design
Rigging|http://dbpedia.org/resource/Rigging|3D Graphics and Computer Animation for Game Design
Kinematics|http://dbpedia.org/resource/Kinematics|3D Graphics and Computer Animation for Game Design
Morphing|http://dbpedia.org/resource/Morphing|3D Graphics and Computer Animation for Game Design
quality engineering|http://dbpedia.org/resource/Quality_assurance|Total Quality Methodologies in Engineering
ACE|http://dbpedia.org/resource/Angiotensin-converting_enzyme|Total Quality Methodologies in Engineering
ISO9000|http://dbpedia.org/resource/ISO_9000|Total Quality Methodologies in Engineering
relentless|http://dbpedia.org/resource/Relentless_Records|Total Quality Methodologies in Engineering
root|http://dbpedia.org/resource/Superuser|Total Quality Methodologies in Engineering
